SalesDate;Year;Quarter;Month;Week;Day;FiscalYear;FiscalQuarter;FiscalMonth;FiscalWeek;FiscalDay
12/21/2005; 2005; 4; 12; 52; 21; 2006; 3; 9; 64; 21
12/22/2005; 2005; 4; 12; 52; 22; 2006; 3; 9; 64; 22
12/23/2005; 2005; 4; 12; 52; 23; 2006; 3; 9; 64; 23
12/24/2005; 2005; 4; 12; 52; 24; 2006; 3; 9; 64; 24
12/25/2005; 2005; 4; 12; 53; 25; 2006; 3; 9; 65; 25
12/26/2005; 2005; 4; 12; 53; 26; 2006; 3; 9; 65; 26
12/27/2005; 2005; 4; 12; 53; 27; 2006; 3; 9; 65; 27
12/28/2005; 2005; 4; 12; 53; 28; 2006; 3; 9; 65; 28
12/29/2005; 2005; 4; 12; 53; 29; 2006; 3; 9; 65; 29
12/30/2005; 2005; 4; 12; 53; 30; 2006; 3; 9; 65; 30
12/31/2005; 2005; 4; 12; 53; 31; 2006; 3; 9; 65; 31
01/01/2006; 2006; 1; 1; 1; 1; 2006; 4; 10; 41; 1
01/02/2006; 2006; 1; 1; 1; 2; 2006; 4; 10; 41; 2
01/03/2006; 2006; 1; 1; 1; 3; 2006; 4; 10; 41; 3
01/04/2006; 2006; 1; 1; 1; 4; 2006; 4; 10; 41; 4
01/05/2006; 2006; 1; 1; 1; 5; 2006; 4; 10; 41; 5
01/06/2006; 2006; 1; 1; 1; 6; 2006; 4; 10; 41; 6
01/07/2006; 2006; 1; 1; 1; 7; 2006; 4; 10; 41; 7
01/08/2006; 2006; 1; 1; 2; 8; 2006; 4; 10; 42; 8
01/09/2006; 2006; 1; 1; 2; 9; 2006; 4; 10; 42; 9
01/10/2006; 2006; 1; 1; 2; 10; 2006; 4; 10; 42; 10
01/11/2006; 2006; 1; 1; 2; 11; 2006; 4; 10; 42; 11
01/12/2006; 2006; 1; 1; 2; 12; 2006; 4; 10; 42; 12
01/13/2006; 2006; 1; 1; 2; 13; 2006; 4; 10; 42; 13
01/14/2006; 2006; 1; 1; 2; 14; 2006; 4; 10; 42; 14
01/15/2006; 2006; 1; 1; 3; 15; 2006; 4; 10; 43; 15
01/16/2006; 2006; 1; 1; 3; 16; 2006; 4; 10; 43; 16
01/17/2006; 2006; 1; 1; 3; 17; 2006; 4; 10; 43; 17
01/18/2006; 2006; 1; 1; 3; 18; 2006; 4; 10; 43; 18
01/19/2006; 2006; 1; 1; 3; 19; 2006; 4; 10; 43; 19
01/20/2006; 2006; 1; 1; 3; 20; 2006; 4; 10; 43; 20
01/21/2006; 2006; 1; 1; 3; 21; 2006; 4; 10; 43; 21
01/22/2006; 2006; 1; 1; 4; 22; 2006; 4; 10; 44; 22
01/23/2006; 2006; 1; 1; 4; 23; 2006; 4; 10; 44; 23
01/24/2006; 2006; 1; 1; 4; 24; 2006; 4; 10; 44; 24
01/25/2006; 2006; 1; 1; 4; 25; 2006; 4; 10; 44; 25
01/26/2006; 2006; 1; 1; 4; 26; 2006; 4; 10; 44; 26
01/27/2006; 2006; 1; 1; 4; 27; 2006; 4; 10; 44; 27
01/28/2006; 2006; 1; 1; 4; 28; 2006; 4; 10; 44; 28
01/29/2006; 2006; 1; 1; 5; 29; 2006; 4; 10; 45; 29
01/30/2006; 2006; 1; 1; 5; 30; 2006; 4; 10; 45; 30
01/31/2006; 2006; 1; 1; 5; 31; 2006; 4; 10; 45; 31
02/01/2006; 2006; 1; 2; 5; 1; 2006; 4; 11; 45; 1
02/02/2006; 2006; 1; 2; 5; 2; 2006; 4; 11; 45; 2
02/03/2006; 2006; 1; 2; 5; 3; 2006; 4; 11; 45; 3
02/04/2006; 2006; 1; 2; 5; 4; 2006; 4; 11; 45; 4
02/05/2006; 2006; 1; 2; 6; 5; 2006; 4; 11; 46; 5
02/06/2006; 2006; 1; 2; 6; 6; 2006; 4; 11; 46; 6
02/07/2006; 2006; 1; 2; 6; 7; 2006; 4; 11; 46; 7
02/08/2006; 2006; 1; 2; 6; 8; 2006; 4; 11; 46; 8
02/09/2006; 2006; 1; 2; 6; 9; 2006; 4; 11; 46; 9
02/10/2006; 2006; 1; 2; 6; 10; 2006; 4; 11; 46; 10
02/11/2006; 2006; 1; 2; 6; 11; 2006; 4; 11; 46; 11
02/12/2006; 2006; 1; 2; 7; 12; 2006; 4; 11; 47; 12
02/13/2006; 2006; 1; 2; 7; 13; 2006; 4; 11; 47; 13
02/14/2006; 2006; 1; 2; 7; 14; 2006; 4; 11; 47; 14
02/15/2006; 2006; 1; 2; 7; 15; 2006; 4; 11; 47; 15
02/16/2006; 2006; 1; 2; 7; 16; 2006; 4; 11; 47; 16
02/17/2006; 2006; 1; 2; 7; 17; 2006; 4; 11; 47; 17
02/18/2006; 2006; 1; 2; 7; 18; 2006; 4; 11; 47; 18
02/19/2006; 2006; 1; 2; 8; 19; 2006; 4; 11; 48; 19
02/20/2006; 2006; 1; 2; 8; 20; 2006; 4; 11; 48; 20
02/21/2006; 2006; 1; 2; 8; 21; 2006; 4; 11; 48; 21
02/22/2006; 2006; 1; 2; 8; 22; 2006; 4; 11; 48; 22
02/23/2006; 2006; 1; 2; 8; 23; 2006; 4; 11; 48; 23
02/24/2006; 2006; 1; 2; 8; 24; 2006; 4; 11; 48; 24
02/25/2006; 2006; 1; 2; 8; 25; 2006; 4; 11; 48; 25
02/26/2006; 2006; 1; 2; 9; 26; 2006; 4; 11; 49; 26
02/27/2006; 2006; 1; 2; 9; 27; 2006; 4; 11; 49; 27
02/28/2006; 2006; 1; 2; 9; 28; 2006; 4; 11; 49; 28
03/01/2006; 2006; 1; 3; 9; 1; 2006; 4; 12; 49; 1
03/02/2006; 2006; 1; 3; 9; 2; 2006; 4; 12; 49; 2
03/03/2006; 2006; 1; 3; 9; 3; 2006; 4; 12; 49; 3
03/04/2006; 2006; 1; 3; 9; 4; 2006; 4; 12; 49; 4
03/05/2006; 2006; 1; 3; 10; 5; 2006; 4; 12; 50; 5
03/06/2006; 2006; 1; 3; 10; 6; 2006; 4; 12; 50; 6
03/07/2006; 2006; 1; 3; 10; 7; 2006; 4; 12; 50; 7
03/08/2006; 2006; 1; 3; 10; 8; 2006; 4; 12; 50; 8
03/09/2006; 2006; 1; 3; 10; 9; 2006; 4; 12; 50; 9
03/10/2006; 2006; 1; 3; 10; 10; 2006; 4; 12; 50; 10
03/11/2006; 2006; 1; 3; 10; 11; 2006; 4; 12; 50; 11
03/12/2006; 2006; 1; 3; 11; 12; 2006; 4; 12; 51; 12
03/13/2006; 2006; 1; 3; 11; 13; 2006; 4; 12; 51; 13
03/14/2006; 2006; 1; 3; 11; 14; 2006; 4; 12; 51; 14
03/15/2006; 2006; 1; 3; 11; 15; 2006; 4; 12; 51; 15
03/16/2006; 2006; 1; 3; 11; 16; 2006; 4; 12; 51; 16
03/17/2006; 2006; 1; 3; 11; 17; 2006; 4; 12; 51; 17
03/18/2006; 2006; 1; 3; 11; 18; 2006; 4; 12; 51; 18
03/19/2006; 2006; 1; 3; 12; 19; 2006; 4; 12; 24; 19
03/20/2006; 2006; 1; 3; 12; 20; 2006; 4; 12; 24; 20
03/21/2006; 2006; 1; 3; 12; 21; 2006; 4; 12; 24; 21
03/22/2006; 2006; 1; 3; 12; 22; 2006; 4; 12; 24; 22
03/23/2006; 2006; 1; 3; 12; 23; 2006; 4; 12; 24; 23
03/24/2006; 2006; 1; 3; 12; 24; 2006; 4; 12; 24; 24
03/25/2006; 2006; 1; 3; 12; 25; 2006; 4; 12; 24; 25
03/26/2006; 2006; 1; 3; 13; 26; 2006; 4; 12; 25; 26
03/27/2006; 2006; 1; 3; 13; 27; 2006; 4; 12; 25; 27
03/28/2006; 2006; 1; 3; 13; 28; 2006; 4; 12; 25; 28
03/29/2006; 2006; 1; 3; 13; 29; 2006; 4; 12; 25; 29
03/30/2006; 2006; 1; 3; 13; 30; 2006; 4; 12; 25; 30
03/31/2006; 2006; 1; 3; 13; 31; 2006; 4; 12; 25; 31
04/01/2006; 2006; 2; 4; 13; 1; 2007; 1; 1; 25; 1
04/02/2006; 2006; 2; 4; 14; 2; 2007; 1; 1; 26; 2
04/03/2006; 2006; 2; 4; 14; 3; 2007; 1; 1; 26; 3
04/04/2006; 2006; 2; 4; 14; 4; 2007; 1; 1; 26; 4
04/05/2006; 2006; 2; 4; 14; 5; 2007; 1; 1; 26; 5
04/06/2006; 2006; 2; 4; 14; 6; 2007; 1; 1; 26; 6
04/07/2006; 2006; 2; 4; 14; 7; 2007; 1; 1; 26; 7
04/08/2006; 2006; 2; 4; 14; 8; 2007; 1; 1; 26; 8
04/09/2006; 2006; 2; 4; 15; 9; 2007; 1; 1; 27; 9
04/10/2006; 2006; 2; 4; 15; 10; 2007; 1; 1; 27; 10
04/11/2006; 2006; 2; 4; 15; 11; 2007; 1; 1; 27; 11
04/12/2006; 2006; 2; 4; 15; 12; 2007; 1; 1; 27; 12
04/13/2006; 2006; 2; 4; 15; 13; 2007; 1; 1; 27; 13
04/14/2006; 2006; 2; 4; 15; 14; 2007; 1; 1; 27; 14
04/15/2006; 2006; 2; 4; 15; 15; 2007; 1; 1; 27; 15
04/16/2006; 2006; 2; 4; 16; 16; 2007; 1; 1; 28; 16
04/17/2006; 2006; 2; 4; 16; 17; 2007; 1; 1; 28; 17
04/18/2006; 2006; 2; 4; 16; 18; 2007; 1; 1; 28; 18
04/19/2006; 2006; 2; 4; 16; 19; 2007; 1; 1; 28; 19
04/20/2006; 2006; 2; 4; 16; 20; 2007; 1; 1; 28; 20
04/21/2006; 2006; 2; 4; 16; 21; 2007; 1; 1; 28; 21
04/22/2006; 2006; 2; 4; 16; 22; 2007; 1; 1; 28; 22
04/23/2006; 2006; 2; 4; 17; 23; 2007; 1; 1; 29; 23
04/24/2006; 2006; 2; 4; 17; 24; 2007; 1; 1; 29; 24
04/25/2006; 2006; 2; 4; 17; 25; 2007; 1; 1; 29; 25
04/26/2006; 2006; 2; 4; 17; 26; 2007; 1; 1; 29; 26
04/27/2006; 2006; 2; 4; 17; 27; 2007; 1; 1; 29; 27
04/28/2006; 2006; 2; 4; 17; 28; 2007; 1; 1; 29; 28
04/29/2006; 2006; 2; 4; 17; 29; 2007; 1; 1; 29; 29
04/30/2006; 2006; 2; 4; 18; 30; 2007; 1; 1; 30; 30
05/01/2006; 2006; 2; 5; 18; 1; 2007; 1; 2; 30; 1
05/02/2006; 2006; 2; 5; 18; 2; 2007; 1; 2; 30; 2
05/03/2006; 2006; 2; 5; 18; 3; 2007; 1; 2; 30; 3
05/04/2006; 2006; 2; 5; 18; 4; 2007; 1; 2; 30; 4
05/05/2006; 2006; 2; 5; 18; 5; 2007; 1; 2; 30; 5
05/06/2006; 2006; 2; 5; 18; 6; 2007; 1; 2; 30; 6
05/07/2006; 2006; 2; 5; 19; 7; 2007; 1; 2; 31; 7
05/08/2006; 2006; 2; 5; 19; 8; 2007; 1; 2; 31; 8
05/09/2006; 2006; 2; 5; 19; 9; 2007; 1; 2; 31; 9
05/10/2006; 2006; 2; 5; 19; 10; 2007; 1; 2; 31; 10
05/11/2006; 2006; 2; 5; 19; 11; 2007; 1; 2; 31; 11
05/12/2006; 2006; 2; 5; 19; 12; 2007; 1; 2; 31; 12
05/13/2006; 2006; 2; 5; 19; 13; 2007; 1; 2; 31; 13
05/14/2006; 2006; 2; 5; 20; 14; 2007; 1; 2; 32; 14
05/15/2006; 2006; 2; 5; 20; 15; 2007; 1; 2; 32; 15
05/16/2006; 2006; 2; 5; 20; 16; 2007; 1; 2; 32; 16
05/17/2006; 2006; 2; 5; 20; 17; 2007; 1; 2; 32; 17
05/18/2006; 2006; 2; 5; 20; 18; 2007; 1; 2; 32; 18
05/19/2006; 2006; 2; 5; 20; 19; 2007; 1; 2; 32; 19
05/20/2006; 2006; 2; 5; 20; 20; 2007; 1; 2; 32; 20
05/21/2006; 2006; 2; 5; 21; 21; 2007; 1; 2; 33; 21
05/22/2006; 2006; 2; 5; 21; 22; 2007; 1; 2; 33; 22
05/23/2006; 2006; 2; 5; 21; 23; 2007; 1; 2; 33; 23
05/24/2006; 2006; 2; 5; 21; 24; 2007; 1; 2; 33; 24
05/25/2006; 2006; 2; 5; 21; 25; 2007; 1; 2; 33; 25
05/26/2006; 2006; 2; 5; 21; 26; 2007; 1; 2; 33; 26
05/27/2006; 2006; 2; 5; 21; 27; 2007; 1; 2; 33; 27
05/28/2006; 2006; 2; 5; 22; 28; 2007; 1; 2; 34; 28
05/29/2006; 2006; 2; 5; 22; 29; 2007; 1; 2; 34; 29
05/30/2006; 2006; 2; 5; 22; 30; 2007; 1; 2; 34; 30
05/31/2006; 2006; 2; 5; 22; 31; 2007; 1; 2; 34; 31
06/01/2006; 2006; 2; 6; 22; 1; 2007; 1; 3; 34; 1
06/02/2006; 2006; 2; 6; 22; 2; 2007; 1; 3; 34; 2
06/03/2006; 2006; 2; 6; 22; 3; 2007; 1; 3; 34; 3
06/04/2006; 2006; 2; 6; 23; 4; 2007; 1; 3; 35; 4
06/05/2006; 2006; 2; 6; 23; 5; 2007; 1; 3; 35; 5
06/06/2006; 2006; 2; 6; 23; 6; 2007; 1; 3; 35; 6
06/07/2006; 2006; 2; 6; 23; 7; 2007; 1; 3; 35; 7
06/08/2006; 2006; 2; 6; 23; 8; 2007; 1; 3; 35; 8
06/09/2006; 2006; 2; 6; 23; 9; 2007; 1; 3; 35; 9
06/10/2006; 2006; 2; 6; 23; 10; 2007; 1; 3; 35; 10
06/11/2006; 2006; 2; 6; 24; 11; 2007; 1; 3; 36; 11
06/12/2006; 2006; 2; 6; 24; 12; 2007; 1; 3; 36; 12
06/13/2006; 2006; 2; 6; 24; 13; 2007; 1; 3; 36; 13
06/14/2006; 2006; 2; 6; 24; 14; 2007; 1; 3; 36; 14
06/15/2006; 2006; 2; 6; 24; 15; 2007; 1; 3; 36; 15
06/16/2006; 2006; 2; 6; 24; 16; 2007; 1; 3; 36; 16
06/17/2006; 2006; 2; 6; 24; 17; 2007; 1; 3; 36; 17
06/18/2006; 2006; 2; 6; 25; 18; 2007; 1; 3; 37; 18
06/19/2006; 2006; 2; 6; 25; 19; 2007; 1; 3; 37; 19
06/20/2006; 2006; 2; 6; 25; 20; 2007; 1; 3; 37; 20
06/21/2006; 2006; 2; 6; 25; 21; 2007; 1; 3; 37; 21
06/22/2006; 2006; 2; 6; 25; 22; 2007; 1; 3; 37; 22
06/23/2006; 2006; 2; 6; 25; 23; 2007; 1; 3; 37; 23
06/24/2006; 2006; 2; 6; 25; 24; 2007; 1; 3; 37; 24
06/25/2006; 2006; 2; 6; 26; 25; 2007; 1; 3; 38; 25
06/26/2006; 2006; 2; 6; 26; 26; 2007; 1; 3; 38; 26
06/27/2006; 2006; 2; 6; 26; 27; 2007; 1; 3; 38; 27
06/28/2006; 2006; 2; 6; 26; 28; 2007; 1; 3; 38; 28
06/29/2006; 2006; 2; 6; 26; 29; 2007; 1; 3; 38; 29
06/30/2006; 2006; 2; 6; 26; 30; 2007; 1; 3; 38; 30
07/01/2006; 2006; 3; 7; 26; 1; 2007; 2; 4; 38; 1
07/02/2006; 2006; 3; 7; 27; 2; 2007; 2; 4; 39; 2
07/03/2006; 2006; 3; 7; 27; 3; 2007; 2; 4; 39; 3
07/04/2006; 2006; 3; 7; 27; 4; 2007; 2; 4; 39; 4
07/05/2006; 2006; 3; 7; 27; 5; 2007; 2; 4; 39; 5
07/06/2006; 2006; 3; 7; 27; 6; 2007; 2; 4; 39; 6
07/07/2006; 2006; 3; 7; 27; 7; 2007; 2; 4; 39; 7
07/08/2006; 2006; 3; 7; 27; 8; 2007; 2; 4; 39; 8
07/09/2006; 2006; 3; 7; 28; 9; 2007; 2; 4; 40; 9
07/10/2006; 2006; 3; 7; 28; 10; 2007; 2; 4; 40; 10
07/11/2006; 2006; 3; 7; 28; 11; 2007; 2; 4; 40; 11
07/12/2006; 2006; 3; 7; 28; 12; 2007; 2; 4; 40; 12
07/13/2006; 2006; 3; 7; 28; 13; 2007; 2; 4; 40; 13
07/14/2006; 2006; 3; 7; 28; 14; 2007; 2; 4; 40; 14
07/15/2006; 2006; 3; 7; 28; 15; 2007; 2; 4; 40; 15
07/16/2006; 2006; 3; 7; 29; 16; 2007; 2; 4; 41; 16
07/17/2006; 2006; 3; 7; 29; 17; 2007; 2; 4; 41; 17
07/18/2006; 2006; 3; 7; 29; 18; 2007; 2; 4; 41; 18
07/19/2006; 2006; 3; 7; 29; 19; 2007; 2; 4; 41; 19
07/20/2006; 2006; 3; 7; 29; 20; 2007; 2; 4; 41; 20
07/21/2006; 2006; 3; 7; 29; 21; 2007; 2; 4; 41; 21
07/22/2006; 2006; 3; 7; 29; 22; 2007; 2; 4; 41; 22
07/23/2006; 2006; 3; 7; 30; 23; 2007; 2; 4; 42; 23
07/24/2006; 2006; 3; 7; 30; 24; 2007; 2; 4; 42; 24
07/25/2006; 2006; 3; 7; 30; 25; 2007; 2; 4; 42; 25
07/26/2006; 2006; 3; 7; 30; 26; 2007; 2; 4; 42; 26
07/27/2006; 2006; 3; 7; 30; 27; 2007; 2; 4; 42; 27
07/28/2006; 2006; 3; 7; 30; 28; 2007; 2; 4; 42; 28
07/29/2006; 2006; 3; 7; 30; 29; 2007; 2; 4; 42; 29
07/30/2006; 2006; 3; 7; 31; 30; 2007; 2; 4; 43; 30
07/31/2006; 2006; 3; 7; 31; 31; 2007; 2; 4; 43; 31
08/01/2006; 2006; 3; 8; 31; 1; 2007; 2; 5; 43; 1
08/02/2006; 2006; 3; 8; 31; 2; 2007; 2; 5; 43; 2
08/03/2006; 2006; 3; 8; 31; 3; 2007; 2; 5; 43; 3
08/04/2006; 2006; 3; 8; 31; 4; 2007; 2; 5; 43; 4
08/05/2006; 2006; 3; 8; 31; 5; 2007; 2; 5; 43; 5
08/06/2006; 2006; 3; 8; 32; 6; 2007; 2; 5; 44; 6
08/07/2006; 2006; 3; 8; 32; 7; 2007; 2; 5; 44; 7
08/08/2006; 2006; 3; 8; 32; 8; 2007; 2; 5; 44; 8
08/09/2006; 2006; 3; 8; 32; 9; 2007; 2; 5; 44; 9
08/10/2006; 2006; 3; 8; 32; 10; 2007; 2; 5; 44; 10
08/11/2006; 2006; 3; 8; 32; 11; 2007; 2; 5; 44; 11
08/12/2006; 2006; 3; 8; 32; 12; 2007; 2; 5; 44; 12
08/13/2006; 2006; 3; 8; 33; 13; 2007; 2; 5; 45; 13
08/14/2006; 2006; 3; 8; 33; 14; 2007; 2; 5; 45; 14
08/15/2006; 2006; 3; 8; 33; 15; 2007; 2; 5; 45; 15
08/16/2006; 2006; 3; 8; 33; 16; 2007; 2; 5; 45; 16
08/17/2006; 2006; 3; 8; 33; 17; 2007; 2; 5; 45; 17
08/18/2006; 2006; 3; 8; 33; 18; 2007; 2; 5; 45; 18
08/19/2006; 2006; 3; 8; 33; 19; 2007; 2; 5; 45; 19
08/20/2006; 2006; 3; 8; 34; 20; 2007; 2; 5; 46; 20
08/21/2006; 2006; 3; 8; 34; 21; 2007; 2; 5; 46; 21
08/22/2006; 2006; 3; 8; 34; 22; 2007; 2; 5; 46; 22
08/23/2006; 2006; 3; 8; 34; 23; 2007; 2; 5; 46; 23
08/24/2006; 2006; 3; 8; 34; 24; 2007; 2; 5; 46; 24
08/25/2006; 2006; 3; 8; 34; 25; 2007; 2; 5; 46; 25
08/26/2006; 2006; 3; 8; 34; 26; 2007; 2; 5; 46; 26
08/27/2006; 2006; 3; 8; 35; 27; 2007; 2; 5; 47; 27
08/28/2006; 2006; 3; 8; 35; 28; 2007; 2; 5; 47; 28
08/29/2006; 2006; 3; 8; 35; 29; 2007; 2; 5; 47; 29
08/30/2006; 2006; 3; 8; 35; 30; 2007; 2; 5; 47; 30
08/31/2006; 2006; 3; 8; 35; 31; 2007; 2; 5; 47; 31
09/01/2006; 2006; 3; 9; 35; 1; 2007; 2; 6; 47; 1
09/02/2006; 2006; 3; 9; 35; 2; 2007; 2; 6; 47; 2
09/03/2006; 2006; 3; 9; 36; 3; 2007; 2; 6; 48; 3
09/04/2006; 2006; 3; 9; 36; 4; 2007; 2; 6; 48; 4
09/05/2006; 2006; 3; 9; 36; 5; 2007; 2; 6; 48; 5
09/06/2006; 2006; 3; 9; 36; 6; 2007; 2; 6; 48; 6
09/07/2006; 2006; 3; 9; 36; 7; 2007; 2; 6; 48; 7
09/08/2006; 2006; 3; 9; 36; 8; 2007; 2; 6; 48; 8
09/09/2006; 2006; 3; 9; 36; 9; 2007; 2; 6; 48; 9
09/10/2006; 2006; 3; 9; 37; 10; 2007; 2; 6; 49; 10
09/11/2006; 2006; 3; 9; 37; 11; 2007; 2; 6; 49; 11
09/12/2006; 2006; 3; 9; 37; 12; 2007; 2; 6; 49; 12
09/13/2006; 2006; 3; 9; 37; 13; 2007; 2; 6; 49; 13
09/14/2006; 2006; 3; 9; 37; 14; 2007; 2; 6; 49; 14
09/15/2006; 2006; 3; 9; 37; 15; 2007; 2; 6; 49; 15
09/16/2006; 2006; 3; 9; 37; 16; 2007; 2; 6; 49; 16
09/17/2006; 2006; 3; 9; 38; 17; 2007; 2; 6; 50; 17
09/18/2006; 2006; 3; 9; 38; 18; 2007; 2; 6; 50; 18
09/19/2006; 2006; 3; 9; 38; 19; 2007; 2; 6; 50; 19
09/20/2006; 2006; 3; 9; 38; 20; 2007; 2; 6; 50; 20
09/21/2006; 2006; 3; 9; 38; 21; 2007; 2; 6; 50; 21
09/22/2006; 2006; 3; 9; 38; 22; 2007; 2; 6; 50; 22
09/23/2006; 2006; 3; 9; 38; 23; 2007; 2; 6; 50; 23
09/24/2006; 2006; 3; 9; 39; 24; 2007; 2; 6; 51; 24
09/25/2006; 2006; 3; 9; 39; 25; 2007; 2; 6; 51; 25
09/26/2006; 2006; 3; 9; 39; 26; 2007; 2; 6; 51; 26
09/27/2006; 2006; 3; 9; 39; 27; 2007; 2; 6; 51; 27
09/28/2006; 2006; 3; 9; 39; 28; 2007; 2; 6; 51; 28
09/29/2006; 2006; 3; 9; 39; 29; 2007; 2; 6; 51; 29
09/30/2006; 2006; 3; 9; 39; 30; 2007; 2; 6; 51; 30
10/01/2006; 2006; 4; 10; 40; 1; 2007; 3; 7; 52; 1
10/02/2006; 2006; 4; 10; 40; 2; 2007; 3; 7; 52; 2
10/03/2006; 2006; 4; 10; 40; 3; 2007; 3; 7; 52; 3
10/04/2006; 2006; 4; 10; 40; 4; 2007; 3; 7; 52; 4
10/05/2006; 2006; 4; 10; 40; 5; 2007; 3; 7; 52; 5
10/06/2006; 2006; 4; 10; 40; 6; 2007; 3; 7; 52; 6
10/07/2006; 2006; 4; 10; 40; 7; 2007; 3; 7; 52; 7
10/08/2006; 2006; 4; 10; 41; 8; 2007; 3; 7; 53; 8
10/09/2006; 2006; 4; 10; 41; 9; 2007; 3; 7; 53; 9
10/10/2006; 2006; 4; 10; 41; 10; 2007; 3; 7; 53; 10
10/11/2006; 2006; 4; 10; 41; 11; 2007; 3; 7; 53; 11
10/12/2006; 2006; 4; 10; 41; 12; 2007; 3; 7; 53; 12
10/13/2006; 2006; 4; 10; 41; 13; 2007; 3; 7; 53; 13
10/14/2006; 2006; 4; 10; 41; 14; 2007; 3; 7; 53; 14
10/15/2006; 2006; 4; 10; 42; 15; 2007; 3; 7; 54; 15
10/16/2006; 2006; 4; 10; 42; 16; 2007; 3; 7; 54; 16
10/17/2006; 2006; 4; 10; 42; 17; 2007; 3; 7; 54; 17
10/18/2006; 2006; 4; 10; 42; 18; 2007; 3; 7; 54; 18
10/19/2006; 2006; 4; 10; 42; 19; 2007; 3; 7; 54; 19
10/20/2006; 2006; 4; 10; 42; 20; 2007; 3; 7; 54; 20
10/21/2006; 2006; 4; 10; 42; 21; 2007; 3; 7; 54; 21
10/22/2006; 2006; 4; 10; 43; 22; 2007; 3; 7; 55; 22
10/23/2006; 2006; 4; 10; 43; 23; 2007; 3; 7; 55; 23
10/24/2006; 2006; 4; 10; 43; 24; 2007; 3; 7; 55; 24
10/25/2006; 2006; 4; 10; 43; 25; 2007; 3; 7; 55; 25
10/26/2006; 2006; 4; 10; 43; 26; 2007; 3; 7; 55; 26
10/27/2006; 2006; 4; 10; 43; 27; 2007; 3; 7; 55; 27
10/28/2006; 2006; 4; 10; 43; 28; 2007; 3; 7; 55; 28
10/29/2006; 2006; 4; 10; 44; 29; 2007; 3; 7; 56; 29
10/30/2006; 2006; 4; 10; 44; 30; 2007; 3; 7; 56; 30
10/31/2006; 2006; 4; 10; 44; 31; 2007; 3; 7; 56; 31
11/01/2006; 2006; 4; 11; 44; 1; 2007; 3; 8; 56; 1
11/02/2006; 2006; 4; 11; 44; 2; 2007; 3; 8; 56; 2
11/03/2006; 2006; 4; 11; 44; 3; 2007; 3; 8; 56; 3
11/04/2006; 2006; 4; 11; 44; 4; 2007; 3; 8; 56; 4
11/05/2006; 2006; 4; 11; 45; 5; 2007; 3; 8; 57; 5
11/06/2006; 2006; 4; 11; 45; 6; 2007; 3; 8; 57; 6
11/07/2006; 2006; 4; 11; 45; 7; 2007; 3; 8; 57; 7
11/08/2006; 2006; 4; 11; 45; 8; 2007; 3; 8; 57; 8
11/09/2006; 2006; 4; 11; 45; 9; 2007; 3; 8; 57; 9
11/10/2006; 2006; 4; 11; 45; 10; 2007; 3; 8; 57; 10
11/11/2006; 2006; 4; 11; 45; 11; 2007; 3; 8; 57; 11
11/12/2006; 2006; 4; 11; 46; 12; 2007; 3; 8; 58; 12
11/13/2006; 2006; 4; 11; 46; 13; 2007; 3; 8; 58; 13
11/14/2006; 2006; 4; 11; 46; 14; 2007; 3; 8; 58; 14
11/15/2006; 2006; 4; 11; 46; 15; 2007; 3; 8; 58; 15
11/16/2006; 2006; 4; 11; 46; 16; 2007; 3; 8; 58; 16
11/17/2006; 2006; 4; 11; 46; 17; 2007; 3; 8; 58; 17
11/18/2006; 2006; 4; 11; 46; 18; 2007; 3; 8; 58; 18
11/19/2006; 2006; 4; 11; 47; 19; 2007; 3; 8; 59; 19
11/20/2006; 2006; 4; 11; 47; 20; 2007; 3; 8; 59; 20
11/21/2006; 2006; 4; 11; 47; 21; 2007; 3; 8; 59; 21
11/22/2006; 2006; 4; 11; 47; 22; 2007; 3; 8; 59; 22
11/23/2006; 2006; 4; 11; 47; 23; 2007; 3; 8; 59; 23
11/24/2006; 2006; 4; 11; 47; 24; 2007; 3; 8; 59; 24
11/25/2006; 2006; 4; 11; 47; 25; 2007; 3; 8; 59; 25
11/26/2006; 2006; 4; 11; 48; 26; 2007; 3; 8; 60; 26
11/27/2006; 2006; 4; 11; 48; 27; 2007; 3; 8; 60; 27
11/28/2006; 2006; 4; 11; 48; 28; 2007; 3; 8; 60; 28
11/29/2006; 2006; 4; 11; 48; 29; 2007; 3; 8; 60; 29
11/30/2006; 2006; 4; 11; 48; 30; 2007; 3; 8; 60; 30
12/01/2006; 2006; 4; 12; 48; 1; 2007; 3; 9; 60; 1
12/02/2006; 2006; 4; 12; 48; 2; 2007; 3; 9; 60; 2
12/03/2006; 2006; 4; 12; 49; 3; 2007; 3; 9; 61; 3
12/04/2006; 2006; 4; 12; 49; 4; 2007; 3; 9; 61; 4
12/05/2006; 2006; 4; 12; 49; 5; 2007; 3; 9; 61; 5
12/06/2006; 2006; 4; 12; 49; 6; 2007; 3; 9; 61; 6
12/07/2006; 2006; 4; 12; 49; 7; 2007; 3; 9; 61; 7
12/08/2006; 2006; 4; 12; 49; 8; 2007; 3; 9; 61; 8
12/09/2006; 2006; 4; 12; 49; 9; 2007; 3; 9; 61; 9
12/10/2006; 2006; 4; 12; 50; 10; 2007; 3; 9; 62; 10
12/11/2006; 2006; 4; 12; 50; 11; 2007; 3; 9; 62; 11
12/12/2006; 2006; 4; 12; 50; 12; 2007; 3; 9; 62; 12
